id,target
9477,0
9478,0
9479,0
9483,1
9487,0
9494,1
9497,0
9498,0
9506,0
9512,1
9514,0
9515,0
9516,1
9517,0
9518,1
9521,1
9523,0
9527,1
9528,1
9530,0
9532,0
9534,0
9535,1
9536,0
9543,0
9544,0
9545,1
9546,1
9549,1
9558,1
9560,0
9561,0
9570,1
9573,0
9578,0
9584,0
9587,0
9588,0
9599,1
9601,1
9604,1
9614,0
9615,1
9621,1
9622,0
9623,0
9624,0
9626,1
9628,1
9630,1
9631,0
9633,0
9635,1
9637,1
9641,0
9647,0
9648,1
9649,0
9658,0
9662,0
9668,1
9671,0
9676,0
9677,0
9679,0
9682,1
9685,0
9689,1
9692,1
9693,0
9694,0
9696,1
9700,1
9711,0
9713,0
9720,1
9721,0
9725,0
9726,0
9727,0
9735,0
9740,1
9742,0
9743,0
9747,1
9748,1
9751,0
9758,1
9767,1
9768,0
9773,0
9777,0
9781,1
9784,1
9786,0
9789,0
9792,1
9793,0
9798,0
9799,0
9802,1
9803,0
9804,1
9805,0
9807,0
9809,1
9811,0
9814,1
9817,0
9821,0
9824,1
9825,1
9827,0
9839,0
9840,0
9843,1
9844,1
9845,1
9847,0
9848,1
9851,1
9852,1
9855,1
9856,0
9863,1
9867,1
9871,0
9876,0
9879,0
9882,1
9891,0
9892,1
9893,1
9895,0
9899,0
9900,1
9902,1
9903,0
9904,0
9908,1
9913,1
9914,0
9917,1
9922,0
9924,1
9926,0
9927,0
9928,0
9929,1
9936,1
9939,0
9947,0
9951,0
9954,0
9956,0
9957,0
9959,0
9962,1
9964,0
9966,0
9968,1
9969,0
9970,0
9975,1
9977,1
9981,1
9993,1
9996,1
9997,0
9999,1
10002,1
10007,1
10015,0
10019,0
10022,1
10024,0
10026,1
10033,0
10043,0
10046,1
10051,1
10053,0
10062,1
10063,0
10065,1
10068,0
10078,0
10086,1
10094,1
10095,0
10096,1
10097,1
10103,1
10104,0
10108,1
10122,1
10123,1
10128,0
10131,0
10133,1
10134,0
10135,0
10145,0
10148,0
10154,0
10155,0
10158,0
10160,0
10161,0
10162,1
10165,0
10166,1
10167,1
10170,1
10178,0
10180,1
10181,0
10185,1
10188,1
10190,0
10196,0
10200,0
10205,0
10211,0
10216,0
10219,0
10221,1
10225,1
10227,1
10228,0
10230,1
10232,0
10233,1
10235,1
10238,0
10240,1
10242,1
10248,0
10254,0
10257,0
10261,1
10262,1
10266,1
10267,1
10271,1
10277,1
10279,1
10281,0
10282,1
10285,0
10292,0
10298,1
10300,1
10309,0
10311,0
10312,1
10319,0
10324,0
10326,0
10328,0
10343,0
10346,1
10347,0
10353,1
10354,1
10356,0
10357,0
10362,1
10363,0
10370,0
10373,0
10386,0
10388,1
10389,1
10391,1
10397,1
10400,1
10403,0
10404,0
10408,0
10417,1
10425,0
10435,1
10437,1
10438,0
10440,0
10442,0
10447,1
10452,0
10453,1
10454,0
10459,1
10460,0
10463,1
10465,1
10469,1
10474,1
10475,1
10476,0
10477,0
10480,0
10491,1
10493,1
10494,0
10495,0
10497,0
10501,0
10504,1
10507,0
10509,0
10510,0
10512,0
10514,1
10526,0
10528,0
10530,1
10531,1
10532,0
10538,0
10539,1
10542,0
10547,0
10549,0
10556,1
10569,0
10572,0
10577,0
10579,1
10586,1
10594,1
10595,1
10597,0
10602,1
10604,1
10614,0
10617,1
10618,0
10619,0
10624,0
10633,1
10634,0
10635,1
10638,0
10639,1
10642,0
10643,0
10645,1
10646,0
10649,1
10652,0
10653,0
10654,0
10661,0
10664,1
10668,0
10670,1
10674,0
10683,0
10694,0
10697,0
10699,0
10701,1
10703,1
10713,1
10714,0
10716,1
10717,1
10719,0
10725,0
10728,1
10734,1
10738,0
10740,0
10742,0
10756,1
10757,0
10758,0
10761,1
10762,0
10773,1
10778,0
10781,0
10791,0
10792,0
10796,1
10797,1
10801,1
10804,1
10806,0
10807,1
10816,0
10820,0
10828,1
10836,1
10838,0
10845,1
10856,1
10857,0
10858,0
10861,1
10865,0
10868,0
10874,0
10875,0
